src_lang	tgt_lang	src	tgt
eng_Latn	tel_Telu	who covered the song one more cup of coffee	అతను పాటను చిటపట చినుకులు ని కవర్ చేసాడు
eng_Latn	tel_Telu	what is the weather in paris	పనాజీ లో వాతావరణం ఎలా ఉంది
eng_Latn	tel_Telu	what is the weather like in toronto	ముంబై లో వాతావరణం ఎలా ఉంది
eng_Latn	tel_Telu	what is today's forecast for berlin	ఇవ్వాళ బద్వేలు కి వాతావరణ సూచన ఏమిటి
eng_Latn	tel_Telu	what is the current state of brexit negotiations	వ్యవసాయ చట్టాల ప్రస్తుత పరిస్థితి ఏమిటి
eng_Latn	tel_Telu	what is the exchange rate of us dollar to pound sterling	డాలర్ నుంచి పవుండ్ స్టెర్లింగ్ ఎక్స్చేంజ్ రేటు ఏమిటి
eng_Latn	tel_Telu	who is going to win the next elections in the france	ఫ్రాన్స్‌లో వచ్చే ఎన్నికల్లో ఎవరు గెలవబోతున్నారు
eng_Latn	tel_Telu	do you expect sun on sunday	ఆదివారం సూర్యుడు రావచ్చా
eng_Latn	tel_Telu	is it going to rain in the evening	గోధూళి వేళ వాన పడుతుందా
eng_Latn	tel_Telu	is it going to be windy tomorrow	రేపు ఈదురు గాలులు వీస్తాయా
eng_Latn	tel_Telu	light up the lights in the kitchen	కిచెన్ లైట్స్ పైకి పెట్టు
eng_Latn	tel_Telu	brighten the lamp next to the sofa	సోఫా పక్కన ఉన్న దీపాన్ని ప్రకాశవంతం చేయండి
eng_Latn	tel_Telu	lighten the light	కాంతిని తేలికపరచు
eng_Latn	tel_Telu	what time is it in moscow now	ఢిల్లీలో ఇప్పుడు సమయం ఎంత
eng_Latn	tel_Telu	start a vacuum cleaner	వాక్యూమ్ క్లీనర్‌ను ప్రారంభించండి
eng_Latn	tel_Telu	vacuum the kitchen	వంటగదిని వాక్యూమ్ చేయండి
eng_Latn	tel_Telu	turn on the vacuum cleaner	వాక్యూం క్లీనర్ ఆన్ చెయ్యి
eng_Latn	tel_Telu	what is happening in the world	ప్రపంచం లో ఏమి జరుగుతోంది
eng_Latn	tel_Telu	tell me the news	నాకు వార్త చెప్పు
eng_Latn	tel_Telu	tell me today's newspaper's headlines	ఈరోజు తాజా వార్తాపత్రిక ముఖ్యాంశాలు చెప్పండి
eng_Latn	tel_Telu	play a nirvana playlist	సిద్ శ్రీరామ్ ప్లేలిస్ట్ ప్లే చేయి
eng_Latn	tel_Telu	shuffle songs by coldplay	కోల్డ్‌ప్లే ద్వారా పాటలను షఫుల్ చేయండి
eng_Latn	tel_Telu	play chopin	పరిక్రమా ఆడండి
eng_Latn	tel_Telu	what is the weather	వాతావరణం ఎలా ఉంది
eng_Latn	tel_Telu	what is the forecast for today	ఈరోజు అంచనా ఏమిటి
eng_Latn	tel_Telu	what is the weather like	వాతావరణం ఎలా ఉంది
eng_Latn	tel_Telu	hey what are you up to	హే మీరు ఏమి చేస్తున్నారు
eng_Latn	tel_Telu	how are you doing	నువ్వు ఎలా ఉన్నావు
eng_Latn	tel_Telu	morning what's up	ఉదయం ఏమైంది
eng_Latn	tel_Telu	order a pizza from pizza express	పిజ్జా హట్ నుంచి చికెన్ గోల్డెన్ డిలైట్ పిజ్జా ఆర్డర్ చేయి
eng_Latn	tel_Telu	i would like to have a sushi can you order me a lunch	నాకు సుషీ తినాలని వుంది నువ్వు లంచ్ కి నా కోసం ఆర్డర్ చెయ్యగలవా
eng_Latn	tel_Telu	alexa i would like to have a sushi can you order me a lunch	నేను సుషీ తినాలని అనుకుంటున్నాను నాకు లంచ్ ఆర్డర్ చెయ్యగలవా
eng_Latn	tel_Telu	order a takeaway sandwich and soup from the italian's	ఇటాలియన్‌ల నుండి టేక్‌అవే శాండ్‌విచ్ మరియు సూప్‌ని ఆర్డర్ చేయండి
eng_Latn	tel_Telu	how many days are left in this year	ఈ సంవత్సరం లో ఎన్ని రోజులు మిగిలి ఉన్నాయి
eng_Latn	tel_Telu	what day is new year's eve this year	ఈ సంవత్సరం న్యూ ఇయర్స్ ఈవ్ ఏ రోజు వచ్చింది
eng_Latn	tel_Telu	what day is memorial day this year	ఈ సంవత్సరము మెమోరియల్ రోజు ఏ రోజు వస్తుంది
eng_Latn	tel_Telu	it's too dark here	ఇక్కడ చాలా చీకటిగా ఉంది
eng_Latn	tel_Telu	increase brightness by twenty percent	ఇరవై శాతం ప్రకాశాన్ని పెంచుతాయి
eng_Latn	tel_Telu	set lights to full power	ఫుల్ పవర్కి లైట్లు పెట్టు
eng_Latn	tel_Telu	please be quiet for another hour	మరొక గంట నిశబ్దముగా వుండు ప్లీజ్
eng_Latn	tel_Telu	mute	మ్యూట్
eng_Latn	tel_Telu	do not speak today	ఈ రోజు మాట్లాడకు
eng_Latn	tel_Telu	is it going to rain tomorrow	రేపు వర్షం పడుతుందా
eng_Latn	tel_Telu	tell me the weather in barcelona in two days from now	ఇప్పటి నుంచి రెండు రోజులలో టెక్సాస్ లో వాతావరణము గురించి నాకు చెప్పుము
eng_Latn	tel_Telu	shall i get an umbrella tomorrow	నేను రేపు గొడుగు తీసుకొచ్చేదా
eng_Latn	tel_Telu	disable my okug	నా ప్లగ్‌ ని నిలిపివేయి
eng_Latn	tel_Telu	enable my plug	నా ప్లగ్‌ని ప్రారంభించు
eng_Latn	tel_Telu	turn on the smart charger	స్మార్ట్ ఛార్జర్‌ని ఆన్ చేయండి
eng_Latn	tel_Telu	tell me the news in technology from engadget	ఎంగాడ్జెట్ నుండి టెక్నాలజీకి సంబంధించిన వార్తలను నాకు చెప్పండి
eng_Latn	tel_Telu	evening	సాయంత్రము
eng_Latn	tel_Telu	sunday	ఆదివారం
eng_Latn	tel_Telu	seven years	ఏడు సంవత్సరాలు
eng_Latn	tel_Telu	quieter	నిశ్శబ్దంగా
eng_Latn	tel_Telu	softer	మృదువైన
eng_Latn	tel_Telu	silent	మౌనంగా
eng_Latn	tel_Telu	what is the weather condition in new york	పూణేలో వాతావరణ పరిస్థితి ఏంటి
eng_Latn	tel_Telu	i wish to know the weather in san fransico	ఏలూరు లో వాతావరణము నేను తెలుసుకోవాలి అని అనుకుంటున్నాను
eng_Latn	tel_Telu	i wish to know the weather in s. f.	శ్రావణబెణగోల లో వాతావరణము నేను తెలుసుకోవాలి అనుకుంటున్నాను
eng_Latn	tel_Telu	is it snowing in california	పంజాబ్ లో మంచు కురుస్తోంది
eng_Latn	tel_Telu	yo i need a coffee now	నాకు ఇప్పుడు కాఫీ కావాలి
eng_Latn	tel_Telu	i helped a poor needy today olly	నేను ఈ రోజు ఓలీ పేద పేదవాడికి సహాయం చేసాను
eng_Latn	tel_Telu	start the coffee machine	కాఫీ యంత్రాన్ని ప్రారంభించండి
eng_Latn	tel_Telu	get a cup of coffee ready now	ఇప్పుడు ఒక కప్పు కాఫీ సిద్ధం చేసుకో
eng_Latn	tel_Telu	how will be the weather tomorrow	రేపు వాతావరణము ఎలా వుంటుంది
eng_Latn	tel_Telu	will it be rainy tomorrow	రేపు వర్షం పడుతుందా
eng_Latn	tel_Telu	what will be the temperature out there tomorrow	రేపు అక్కడ ఉష్ణోగ్రత ఎలా ఉంటుంది
eng_Latn	tel_Telu	what is tomorrows weather predictions	రేపటి వాతావరణ ప్రకటన ఏమిటి
eng_Latn	tel_Telu	what is tomorrow's weather predictions	రేపు వాతావరణ ప్రకటనలు ఏమిటి
eng_Latn	tel_Telu	will it rain tomorrow	రేపు వర్షం పడుతుందా
eng_Latn	tel_Telu	will there be snow tomorrow	రేపు మంచు కురుస్తుందా
eng_Latn	tel_Telu	find out if the restaurant does takeaway orders	తాజ్ రెస్టారెంట్ టేక్ అవే ఆర్డర్లు ఇస్తుందా వెతుకు
eng_Latn	tel_Telu	search if the restaurant does take out	రెస్తౌరంత్ బయటకు తీయండి ఇస్తుందా వెతుకు
eng_Latn	tel_Telu	is there a take-out menu at the restaurant	రెస్తౌరంత్ మెను లో టేక్-అవుట్ వుందా
eng_Latn	tel_Telu	what day of the week is the twenty second march	ఇరవై రెండవ మార్చి వారంలో ఏ రోజు
eng_Latn	tel_Telu	twenty ninth march comes on what day	మార్చి ఇరవై తొమ్మిది ఏ రోజు వస్తుంది
eng_Latn	tel_Telu	what day of the week is first april	ఏప్రిల్ ఒకటి వారంలో ఏ రోజు
eng_Latn	tel_Telu	what's my next alarm	నా తదుపరి అలారం ఏమిటి
eng_Latn	tel_Telu	please tell me my alarms	దయచేసి నా అలారాలు చెప్పండి
eng_Latn	tel_Telu	what time will my alarm go off today	ఈరోజు ఏ సమయం లో నా అలారం ఆఫ్ అవుతుంది
eng_Latn	tel_Telu	can you tell me the time	మీరు నాకు సమయం చెప్పగలరా
eng_Latn	tel_Telu	what is the current time	ప్రస్తుత సమయం ఎంత
eng_Latn	tel_Telu	play the track eight from google play music	google play మ్యూజిక్ నుండి ఎక్కేసిందే ప్లే చేయి
eng_Latn	tel_Telu	play the second song from anirudh's song	అనిరుద్ పాట నుండి రెండవ పాట ప్లే చేయి
eng_Latn	tel_Telu	play a song randomly from my playlist	నా ప్లేజాబితా నుండి యాదృచ్ఛికంగా ఒక పాటను ప్లే చేయండి
